CODIGO_ENTIDAD|NOMBRE|PERIODO_LICENCIAMIENTO|DEPARTAMENTO_LOCAL|DENOMINACION_PROGRAMA|TIPO_GESTION|ESTADO_LICENCIAMIENTO|CODIGO_FILIAL|NOMBRE_FILIAL|DEPARTAMENTO_FILIAL|PROVINCIA_FILIAL|CODIGO_LOCAL|PROVINCIA_LOCAL|DISTRITO_LOCAL|LATITUD_UBICACION|LONGITUD_UBICACION|TIPO_AUTORIZACION_LOCAL|TIPO_NIVEL_ACADEMICO|NIVEL_ACADEMICO|CODIGO_CLASE_PROGRAMA_N2|NOMBRE_CLASE_PROGRAMA_N2|TIPO_AUTORIZACION_PROGRAMA|TIPO_AUTORIZACION_PROGRAMA_LOCAL
61|UNIVERSIDAD PRIVADA NORBERT WIENER S.A.|6|LIMA|INGENIERÍA INDUSTRIAL Y DE GESTIÓN EMPRESARIAL|PRIVADO|LICENCIA OTORGADA|S|UPNW-LIMA|LIMA|LIMA|SL02|LIMA|LIMA|-12.0687433|-77.0369808|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
074A|ASOCIACIÓN CIVIL UNIVERSIDAD CATÓLICA DE TRUJILLO BENEDICTO XVI|6|LA LIBERTAD|INGENIERÍA DE MINAS|PRIVADO|LICENCIA OTORGADA|S|UCT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|MOCHE|-8.1602468|-79.0111745|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
1|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|10|LIMA|MATEMÁTICA APLICADA|PÚBLICO|LICENCIA OTORGADA|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|54|MATEMÁTICAS Y ESTADÍSTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD EN ACOMPAÑAMIENTO PEDAGÓGICO PARA FORMADORES DE ACOMPAÑANTES PEDAGÓGICOS|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL02|LIMA|LA MOLINA|-12.0695303|-76.9685595|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
5|UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA|10|AREQUIPA|GINECOLOGÍA Y OBSTETRICIA|PÚBLICO|LICENCIA OTORGADA|S|UNSA-AREQUIPA|AREQUIPA|AREQUIPA|SL01|AREQUIPA|AREQUIPA|-16.4027681|-71.5255001|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
65|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|6|LIMA|ADMINISTRACIÓN DE EMPRESAS|PRIVADO|LICENCIA OTORGADA|S|UTP-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|-12.0648091|-77.0363951|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
55|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|6|CAJAMARCA|INGENIERÍA AMBIENTAL|PRIVADO|LICENCIA OTORGADA|F01|UPN-CAJAMARCA|CAJAMARCA|CAJAMARCA|F01L01|CAJAMARCA|CAJAMARCA|-7.150645|-78.506058|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
19|UNIVERSIDAD DE SAN MARTÍN DE PORRES|6|LIMA|ENFERMERÍA GERENCIAL|PRIVADO|LICENCIA OTORGADA|S|USMP-LIMA|LIMA|LIMA|SL01|LIMA|SANTA ANITA|-12.045948|-76.9681914|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
71|UNIVERSIDAD CATÓLICA SEDES SAPIENTIAE|6|LIMA|PSICOLOGÍA|PRIVADO|LICENCIA OTORGADA|S|UCSS-LIMA|LIMA|LIMA|SL07|LIMA|SANTIAGO DE SURCO|-12.10195745|-76.97194812|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|31|CIENCIAS SOCIALES Y DEL COMPORTAMIENTO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
34|UNIVERSIDAD NACIONAL DE SAN MARTÍN|6|SAN MARTÍN|CONTABILIDAD|PÚBLICO|LICENCIA OTORGADA|S|UNSM-SAN MARTÍN|SAN MARTÍN|SAN MARTÍN|SL02|SAN MARTÍN|MORALES|-6.484769492|-76.37760713|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
4|UNIVERSIDAD NACIONAL DE TRUJILLO|8|LA LIBERTAD|SEGUNDA ESPECIALIDAD EN NEUROLOGÍA|PÚBLICO|LICENCIA OTORGADA|S|UNT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|TRUJILLO|-8.1142716|-79.0383735|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
33|UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO|6|ÁNCASH|MAESTRÍA EN EDUCACIÓN CON MENCIÓN EN PLANIFICACIÓN Y GESTIÓN EDUCATIVA|PÚBLICO|LICENCIA OTORGADA|S|UNSAM-ÁNCASH|ÁNCASH|HUARAZ|SL04|HUARAZ|HUARAZ|-9.537001434|-77.52841687|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|19|OTROS PROGRAMAS EN EDUCACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
13|UNIVERSIDAD NACIONAL DE PIURA|6|PIURA|MEDICINA HUMANA|PÚBLICO|LICENCIA OTORGADA|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
12|UNIVERSIDAD NACIONAL DEL ALTIPLANO|6|PUNO|MAESTRÍA EN TRABAJO SOCIAL ESPECIALIDAD DE PROMOCIÓN DE LA FAMILIA E INCLUSIÓN SOCIAL|PÚBLICO|LICENCIA OTORGADA|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|92|BIENESTAR|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
064A|UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA S.A.C.|6|LIMA|TECNOLOGÍA MÉDICA CON ESPECIALIDAD DE LABORATORIO CLÍNICO Y ANATOMÍA PATOLÓGICA|PRIVADO|LICENCIA OTORGADA|S|UPSJB-LIMA|LIMA|LIMA|SL01|LIMA|CHORRILLOS|-12.196162|-77.006245|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|6|LA LIBERTAD|CIENCIAS DE LA COMUNICACIÓN|PRIVADO|LICENCIA OTORGADA|S|UPCV-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|VICTOR LARCO HERRERA|-8.1293904|-79.0433213|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|32|PERIODISMO E INFORMACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
8|PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ|10|LIMA|COMUNICACIÓN PARA EL DESARROLLO|PRIVADO|LICENCIA OTORGADA|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|32|PERIODISMO E INFORMACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
96|UNIVERSIDAD AUTÓNOMA DEL PERÚ S.A.C.|6|LIMA|MAESTRÍA EN ADMINISTRACIÓN DE EMPRESAS|PRIVADO|LICENCIA OTORGADA|S|UA-LIMA|LIMA|LIMA|SL01|LIMA|VILLA EL SALVADOR|-16.4495719|-71.600257|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
54|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|6|LIMA|PERIODONCIA E IMPLANTOLOGÍA|PRIVADO|LICENCIA OTORGADA|S|UPC-LIMA|LIMA|LIMA|SL01|LIMA|SANTIAGO DE SURCO|-12.104061|-76.962902|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|6|ÁNCASH|DERECHO|PRIVADO|LICENCIA OTORGADA|F08|UPCV-ÁNCASH|ÁNCASH|HUARAZ|F08L01|HUARAZ|INDEPENDENCIA|-9.4997255|-77.5361019|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|42|DERECHO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
13|UNIVERSIDAD NACIONAL DE PIURA|6|PIURA|MAESTRÍA EN SALUD PÚBLICA CON MENCIÓN EN FÁRMACO EPIDEMIOLOGÍA|PÚBLICO|LICENCIA OTORGADA|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|2|SERVICIOS DE HIGIENE Y SALUD OCUPACIONAL|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
13|UNIVERSIDAD NACIONAL DE PIURA|6|PIURA|MAESTRÍA EN CIENCIAS AGRARIAS CON MENCIÓN EN AGRICULTURA SOSTENIBLE PARA EXPORTACIÓN|PÚBLICO|LICENCIA OTORGADA|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
54|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|6|LIMA|CONTABILIDAD Y ADMINISTRACIÓN|PRIVADO|LICENCIA OTORGADA|S|UPC-LIMA|LIMA|LIMA|SL10|LIMA|CHORRILLOS|-12.1964766|-77.0055369|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
067A|UNIVERSIDAD CONTINENTAL S.A.C.|6|AREQUIPA|INGENIERÍA DE MINAS|PRIVADO|LICENCIA OTORGADA|F01|UCONTINENTAL-AREQUIPA|AREQUIPA|AREQUIPA|F01L01|AREQUIPA|JOSÉ LUIS BUSTAMANTE Y RIVERO|-16.4341104|-71.5219477|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
57|UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A.|6|LIMA|INGENIERÍA MECÁNICA|PRIVADO|LICENCIA OTORGADA|S|USIL-LIMA|LIMA|LIMA|SL01|LIMA|LA MOLINA|-12.072888|-76.9516609|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|71|INGENIERÍA Y PROFESIONES AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
55|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|6|LA LIBERTAD|ADMINISTRACIÓN BANCARIA Y FINANCIERA|PRIVADO|LICENCIA OTORGADA|S|UPN-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL02|TRUJILLO|TRUJILLO|-8.1002352|-79.0194531|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
074A|ASOCIACIÓN CIVIL UNIVERSIDAD CATÓLICA DE TRUJILLO BENEDICTO XVI|6|LA LIBERTAD|INGENIERÍA CIVIL|PRIVADO|LICENCIA OTORGADA|S|UCT-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|MOCHE|-8.1602468|-79.0111745|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
49|UNIVERSIDAD MARCELINO CHAMPAGNAT|6|LIMA|SEGUNDA ESPECIALIDAD EN GESTIÓN ESCOLAR CON LIDERAZGO PEDAGÓGICO|PRIVADO|LICENCIA OTORGADA|S|UMCH-LIMA|LIMA|LIMA|SL01|LIMA|SANTIAGO DE SURCO|-12.1363972|-77.0057685|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|19|OTROS PROGRAMAS EN EDUCACIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
14|UNIVERSIDAD PERUANA CAYETANO HEREDIA|10|LIMA|PROGRAMA DE SEGUNDA ESPECIALIDAD PROFESIONAL EN ORTODONCIA Y ORTOPEDIA MAXILAR|PRIVADO|LICENCIA OTORGADA|S|UPCH-LIMA|LIMA|LIMA|SL01|LIMA|SAN MARTÍN DE PORRES|-12.0239471|-77.0564991|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
6|UNIVERSIDAD NACIONAL DE INGENIERÍA|10|LIMA|MAESTRÍA EN CIENCIAS EN FÍSICA MÉDICA|PÚBLICO|LICENCIA OTORGADA|S|UNI-LIMA|LIMA|LIMA|SL01|LIMA|RÍMAC|-12.0220074|-77.0493646|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
16|UNIVERSIDAD NACIONAL DE CAJAMARCA|6|CAJAMARCA|INGENIERÍA ZOOTECNISTA|PÚBLICO|LICENCIA OTORGADA|S01|UNC-CAJAMARCA|CAJAMARCA|CAJAMARCA|S01L01|CAJAMARCA|CAJAMARCA|-7.167159|-78.4965043|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|81|AGRICULTURA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
76|UNIVERSIDAD NACIONAL TORIBIO RODRÍGUEZ DE MENDOZA DE AMAZONAS|6|AMAZONAS|EDUCACIÓN SECUNDARIA|PÚBLICO|LICENCIA OTORGADA|S|UNTRMA-AMAZONAS|AMAZONAS|CHACHAPOYAS|SL01|CHACHAPOYAS|CHACHAPOYAS|-6.2335409|-77.8531651|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|12|EDUCACIÓN SECUNDARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
8|PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ|10|LIMA|INGENIERÍA INDUSTRIAL CON MENCIÓN EN GESTIÓN DE OPERACIONES|PRIVADO|LICENCIA OTORGADA|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
8|PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ|10|LIMA|MAESTRÍA EN ESCRITURA CREATIVA|PRIVADO|LICENCIA OTORGADA|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|23|IDIOMAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
11|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|8|LORETO|SEGUNDA ESPECIALIDAD PROFESIONAL EN MEDICINA HUMANA VÍA RESIDENTADO MÉDICO CON MENCIÓN EN MEDICINA DE EMERGENCIAS Y DESASTRES|PÚBLICO|LICENCIA OTORGADA|S|UNAP-LORETO|LORETO|MAYNAS|SL10|MAYNAS|PUNCHANA|-3.721747914|-73.25867081|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
1|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|10|LIMA|FÍSICA|PÚBLICO|LICENCIA OTORGADA|S|UNMSM-LIMA|LIMA|LIMA|SL01|LIMA|LIMA|-12.0560257|-77.0844226|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|53|CIENCIAS FÍSICAS Y QUÍMICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
57|UNIVERSIDAD SAN IGNACIO DE LOYOLA S.A.|6|LIMA|INGENIERÍA INDUSTRIAL Y COMERCIAL|PRIVADO|LICENCIA OTORGADA|S|USIL-LIMA|LIMA|LIMA|SL01|LIMA|LA MOLINA|-12.072888|-76.9516609|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|72|INDUSTRIA Y PRODUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
69|UNIVERSIDAD CATÓLICA SANTO TORIBIO DE MOGROVEJO|6|LAMBAYEQUE|MAESTRÍA EN ENFERMERÍA|PRIVADO|LICENCIA OTORGADA|S|UCSTM-LAMBAYEQUE|LAMBAYEQUE|CHICLAYO|SL01|CHICLAYO|CHICLAYO|-6.760456|-79.863203|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
19|UNIVERSIDAD DE SAN MARTÍN DE PORRES|6|LIMA|CIRUGÍA DE TÓRAX Y CARDIOVASCULAR ONCOLÓGICA|PRIVADO|LICENCIA OTORGADA|S|USMP-LIMA|LIMA|LIMA|SL01|LIMA|SANTA ANITA|-12.045948|-76.9681914|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
1|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|10|LIMA|MEDICINA VETERINARIA|PÚBLICO|LICENCIA OTORGADA|S|UNMSM-LIMA|LIMA|LIMA|SL05|LIMA|SAN BORJA|-12.0811453|-76.9874827|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|84|VETERINARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
55|UNIVERSIDAD PRIVADA DEL NORTE S.A.C.|6|LIMA|COMUNICACIÓN AUDIOVISUAL EN MEDIOS DIGITALES|PRIVADO|LICENCIA OTORGADA|F02|UPN-LIMA|LIMA|LIMA|F02L03|LIMA|LOS OLIVOS|-11.9659256|-77.0682846|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|21|ARTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
1|UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS|10|LIMA|MICROBIOLOGÍA|PÚBLICO|LICENCIA OTORGADA|S|UNMSM-LIMA|LIMA|LIMA|SL02|LIMA|LA VICTORIA|-12.0579394|-77.0229596|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|51|CIENCIAS BIOLÓGICAS Y AFINES|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
65|UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.|6|JUNÍN|ADMINISTRACIÓN Y MARKETING|PRIVADO|LICENCIA OTORGADA|F07|UTP-JUNÍN|JUNÍN|HUANCAYO|F07L01|HUANCAYO|EL TAMBO|-12.0497638|-75.210135|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
132|UNIVERSIDAD DE INGENIERÍA Y TECNOLOGÍA|6|LIMA|INGENIERÍA CIVIL|PRIVADO|LICENCIA OTORGADA|S|UTEC-LIMA|LIMA|LIMA|SL01|LIMA|BARRANCO|-12.1351432|-77.0221491|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
54|UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS S.A.C.|6|LIMA|INGENIERÍA DE GESTIÓN EMPRESARIAL|PRIVADO|LICENCIA OTORGADA|S|UPC-LIMA|LIMA|LIMA|SL10|LIMA|CHORRILLOS|-12.1964766|-77.0055369|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
16|UNIVERSIDAD NACIONAL DE CAJAMARCA|6|CAJAMARCA|INGENIERÍA GEOLÓGICA|PÚBLICO|LICENCIA OTORGADA|S01|UNC-CAJAMARCA|CAJAMARCA|CAJAMARCA|S01L01|CAJAMARCA|CAJAMARCA|-7.167159|-78.4965043|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|53|CIENCIAS FÍSICAS Y QUÍMICAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
6|UNIVERSIDAD NACIONAL DE INGENIERÍA|10|LIMA|DOCTORADO EN INGENIERÍA DE SISTEMAS|PÚBLICO|LICENCIA OTORGADA|S|UNI-LIMA|LIMA|LIMA|SL01|LIMA|RÍMAC|-12.0220074|-77.0493646|AUTORIZADO POR LIC.|POSGRADO|DOCTORADO|61|INFORMÁTICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
8|PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ|10|LIMA|EDUCACIÓN SECUNDARIA CON ESPECIALIDAD EN CIENCIAS SOCIALES|PRIVADO|LICENCIA OTORGADA|S|PUCP-LIMA|LIMA|LIMA|SL01|LIMA|SAN MIGUEL|-12.0693438|-77.080122|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|12|EDUCACIÓN SECUNDARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
39|UNIVERSIDAD ANDINA DEL CUSCO|6|CUSCO|ADMINISTRACIÓN|PRIVADO|LICENCIA OTORGADA|F01|UAC-CUSCO|CUSCO|CANCHIS|F01L01|CANCHIS|SICUANI|-14.2807325|-71.2209787|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|41|ADMINISTRACIÓN Y COMERCIO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
47|UNIVERSIDAD DE HUÁNUCO|6|HUÁNUCO|ARQUITECTURA|PRIVADO|LICENCIA OTORGADA|S|UH-HUÁNUCO|HUÁNUCO|HUÁNUCO|SL02|HUÁNUCO|AMARILIS|-9.891863807|-76.21803254|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
12|UNIVERSIDAD NACIONAL DEL ALTIPLANO|6|PUNO|MAESTRÍA EN INFORMÁTICA MENCIÓN EN INFORMÁTICA EDUCATIVA|PÚBLICO|LICENCIA OTORGADA|S|UNA-PUNO|PUNO|PUNO|SL01|PUNO|PUNO|-15.8243805|-70.0162544|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|13|EDUCACIÓN SUPERIOR Y TECNOLÓGICA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
13|UNIVERSIDAD NACIONAL DE PIURA|6|PIURA|SEGUNDA ESPECIALIDAD EN MEDICINA INTERNA|PÚBLICO|LICENCIA OTORGADA|S|UNP-PIURA|PIURA|PIURA|SL01|PIURA|CASTILLA|-5.179311|-80.6188325|AUTORIZADO POR LIC.|POSGRADO|SEGUNDA ESPECIALIDAD|91|SALUD|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
29|UNIVERSIDAD DE PIURA|8|PIURA|CIENCIAS DE LA EDUCACIÓN NIVEL INICIAL|PRIVADO|LICENCIA OTORGADA|S|UDEP-PIURA|PIURA|PIURA|SL01|PIURA|PIURA|-5.1766923|-80.6346434|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|0|NINGUNO|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
121|UNIVERSIDAD NACIONAL DE BARRANCA|6|LIMA|INGENIERÍA CIVIL|PÚBLICO|LICENCIA OTORGADA|S|UNB-LIMA|LIMA|BARRANCA|SL01|BARRANCA|BARRANCA|-10.7543002|-77.7582572|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|73|ARQUITECTURA Y CONSTRUCCIÓN|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
11|UNIVERSIDAD NACIONAL DE LA AMAZONÍA PERUANA|8|LORETO|MAESTRÍA EN CIENCIAS Y TECNOLOGÍAS AMBIENTALES CON MENCIÓN EN VIGILANCIA Y CONTROL AMBIENTAL|PÚBLICO|LICENCIA OTORGADA|S|UNAP-LORETO|LORETO|MAYNAS|SL04|MAYNAS|SAN JUAN BAUTISTA|-3.7753954|-73.2897258|AUTORIZADO POR LIC.|POSGRADO|MAESTRÍA|52|MEDIO AMBIENTE|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
35|UNIVERSIDAD NACIONAL DE UCAYALI|6|UCAYALI|PROGRAMA DE COMPLEMENTACIÓN ACADÉMICA DE LICENCIATURA EN: EDUCACIÓN SECUNDARIA ESPECIALIDAD LENGUA Y LITERATURA|PÚBLICO|LICENCIA OTORGADA|S|UNU-UCAYALI|UCAYALI|CORONEL PORTILLO|SL01|CORONEL PORTILLO|CALLERIA|-8.3948987|-74.5776093|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|12|EDUCACIÓN SECUNDARIA|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
052A|UNIVERSIDAD CÉSAR VALLEJO S.A.C.|6|LA LIBERTAD|TRADUCCIÓN E INTERPRETACIÓN|PRIVADO|LICENCIA OTORGADA|S|UPCV-LA LIBERTAD|LA LIBERTAD|TRUJILLO|SL01|TRUJILLO|VICTOR LARCO HERRERA|-8.1293904|-79.0433213|AUTORIZADO POR LIC.|PREGRADO|CARRERA PROFESIONAL|23|IDIOMAS|RECONOCIDO POR LIC.|RECONOCIDO POR LIC.
